IDZC	NLOCALIDAD	
021	PUERTO SNCHEZ
901	INDETERMINADA
015	LAGO TRANQUILO
020	PUERTO RO TRANQUILO
024	RO ENGAO
026	VALLE RO EXPLORADORES
003	BAHA MURTA
024	RO ENGAO
999	
001	
002	
003	
004	
001	
002	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
006	
007	
001	
002	
001	
002	
003	
001	
002	
003	
004	
005	
006	
007	
001	
002	
003	
004	
005	
006	
001	
005	BARRANCO AMARILLO
006	BARRIO INDUSTRIAL
007	CABEZA DE MAR
008	CABO NEGRO
009	CHABUNCO
013	ISLA MAGDALENA
014	KON AIKEN
016	LOS CALAFATES
018	MINA RICA
019	OJO BUENO
020	PAMPA ALEGRE
031	RO GRANDE
032	RO SECO
036	SENO OTWAY
901	INDETERMINADA
001	
002	
003	
004	
005	
002	ANDINO
010	DISCORDIA
015	LEADURA
017	LYNCH
021	PAMPA REDONDA
029	RO DE LAS MINAS
030	RO DE LOS CIERVOS
033	SAN ISIDRO
901	INDETERMINADA
022	PARRILLAR
031	RO GRANDE
901	INDETERMINADA
001	AGUA FRESCA
010	DISCORDIA
022	PARRILLAR
026	PUNTA SANTA ANA
027	RINCONADA BULNES
034	SAN JUAN
901	INDETERMINADA
022	PARRILLAR
035	SANTA MARA
901	INDETERMINADA
011	ISLA DAWSON
004	BAHA METEORO
999	
001	CACIQUE MULATO
002	CAADN BOMBALOT
003	CARPA MANZANO
004	CHORRILLO ESPERANZA
005	CHORRILLO LAS LATAS
006	CHORRILLO MATEO
007	CRUCE FABRES
008	EL OVEJERO
009	EL ZURDO
010	ENTRE VIENTOS
011	GALLEGO CHICO
012	JOSEFINA
013	KAMPENAIKE
014	LAGUNA BLANCA
015	LAS NIEVES
016	MONTE GALLINA
017	MORRO CHICO
018	SANTA FLORENCIA
020	VILLA TEHUELCHES
901	INDETERMINADA
002	CRUCE FABRES
003	CRUZ DEL SUR
004	DRSENA NORTE
005	EL SALTO
006	ENSENADA RYS
007	ISLA MARTA
010	ISLA UNICORNIO
012	LAS COLES
013	PALOMARES
014	PONSOMBY
015	PUNTA DRSENA
017	PUNTA LAURA
018	RO VERDE
019	SKYRING
020	SURGIDERO FURIA
901	INDETERMINADA
001	CANAL BERTRAND
008	ISLA RIESCO NORTE
009	ISLA RIESCO SUR
014	PONSOMBY
016	PUNTA ISLAS
901	INDETERMINADA
001	BAHA GREGORIO
002	CAADN GRANDE
003	DUNGENESS
007	POSESIN
008	PUNTA DELGADA
009	PUNTA DUNGENESS
010	SAN GREGORIO
901	INDETERMINADA
004	FENTON
005	OAZY HARBOUR NORTE
006	OAZY HARBOUR SUR
011	TENIENTE MERINO
901	INDETERMINADA
999	
001	
001	BAHA VIRGINIA
003	BARRIO INDUSTRIAL
006	CALETA MEJILLONES
009	COCKBURN
010	CORRALES VIEJOS
012	ENSENADA VILLARINO
021	LOS LMITES
022	MUELLE SERRANO
024	PUERTO NAVARINO
025	PUERTO TORO
901	INDETERMINADA
019	ISLAS DIEGO RAMREZ
901	INDETERMINADA
002	BAHA YENDEGAIA
999	
002	ISLA ARDLEY
003	ISLAS SHETLAND DEL SUR
001	BASE BERNARDO O'HIGGINS
001	
002	
001	BAHA INTIL
004	CORDN BAQUEDANO
005	GENTE GRANDE
007	LAGUNA DE LOS CISNES
008	PORVENIR
012	SANTA MARA
001	BAHA INTIL
004	CORDN BAQUEDANO
006	GRASERA
010	RO NUEVO
002	CALAFATE
003	CHINA CREEK
009	RO CHICO
011	SAN SEBASTIN
999	
002	BELLAVISTA
004	CATALINA
005	CERRO SOMBRERO
006	CHILLN
008	CUARTO CHORRILLO
009	CULLEN
010	ESPORA
011	ESTANCIA NUEVA
012	ESTRECHO DE MAGALLANES
015	SPRINGHILL
016	VICTORIA SUR
901	INDETERMINADA
001	BAHA FELIPE
003	CABAA PEPA
007	CLARENCIA
013	LUCA
014	PERCY
901	INDETERMINADA
001	CAMERON
002	LAGO BLANCO
003	LAGO DESEADO
004	MONETA
005	PAMPA GUANACO
006	PARQUE KARUKINKA
007	PUERTO ARTURO
008	PUERTO YARTOU
009	RO GRANDE
010	RUSSFIN
011	SENO ALMIRANTAZGO
012	TIMAUKEL
013	VICUA
901	INDETERMINADA
001	
002	
003	
004	
005	
006	
007	
008	
004	CASAS VIEJAS
006	DOROTEA
008	DUMESTRE
009	HACIENDA LAUTARO
010	ISABEL RIQUELME
015	LAGUNA ESCONDIDA
017	LLANURAS DE DIANA
022	PUERTO NATALES
027	TRANQUILO
013	LAGO PINTO
016	LAS NIEVES
018	MORRO CHICO
024	PUNTA LINACRE
025	RO RUBENS
026	SENO OBSTRUCCIN
901	INDETERMINADA
002	CABO TAMAR
003	CALETA FOG
012	ISLOTES EVANGELISTAS
019	PENNSULA ANTONIO VARAS
011	ISLA GUARELLO
021	PUERTO EDN
001	
001	AEROPUERTO
005	CERRO BENTEZ
007	DOS LAGUNAS
022	PUERTO NATALES
023	PUERTO PRAT
028	TRES PASOS
901	INDETERMINADA
999	
003	CERRO BALLENA
004	CERRO CASTILLO
005	CERRO GUIDO
006	CHORRILLO PICANA
011	EL KARK
016	LAGO EL TORO
018	LAGO SARMIENTO
020	LAGUNA AMARGA
022	LAS CUMBRES
025	PEHOE
030	RINCN NEGRO
032	SALTO CHICO
033	SARMIENTO
034	SERN
039	ZAMORA
901	INDETERMINADA
007	COIRN
008	COMPLEJO TORRES DEL PAINE
009	DICKSON
012	ESTANCIA CERRO PAINE
014	GLACIAR GREY
015	GLACIAR LOS PERROS
017	LAGO GREY
019	LAGO TORO
024	LOS CUERNOS DEL PAINE
025	PEHOE
031	RO SERRANO
036	VALLE ASCENCIO
037	VALLE DEL FRANCES
901	INDETERMINADA
999	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
006	
007	
008	
001	
002	
003	
004	
005	
006	
007	
001	
002	
003	
004	
005	
001	
002	
003	
001	
002	
003	
001	
002	
003	
001	
002	
003	
004	
001	
002	
003	
004	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
012	
013	
014	
015	
016	
017	
018	
019	
001	
002	
003	
004	
005	
006	
007	
008	
009	
001	
002	
003	
004	
005	
006	
007	
008	
009	
001	
002	
003	
001	
002	
003	
004	
001	
002	
003	
001	
002	
003	
001	
002	
001	
002	
003	
001	
002	
003	
001	
002	
001	
001	
001	
002	
001	
001	
001	
002	
003	
004	
001	
002	
003	
004	
005	
006	
001	
999	
001	
002	
003	
004	
001	
002	
003	
004	
001	
002	
003	
004	
005	
006	
007	
001	
002	
003	
004	
005	
006	
999	
001	
002	
003	
004	
005	
006	
001	
002	
003	
004	
005	
001	
002	
003	
001	
002	
003	
001	
002	
001	
002	
003	
004	
001	
002	
003	
004	
005	
001	
002	
003	
001	
002	
003	
004	
005	
999	
001	
002	
003	
001	
002	
003	
004	
001	
002	
003	
004	
005	
001	
002	
003	
004	
001	
002	
003	
004	
005	
006	
001	
002	
003	
001	
002	
003	
004	
001	
002	
003	
004	
001	
002	
003	
001	
002	
003	
999	
001	
002	
003	
004	
005	
001	
002	
003	
001	
002	
001	
002	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
001	
002	
003	
004	
001	
002	
003	
999	
001	
001	
002	
001	
002	
003	
001	
002	
001	
002	
003	
001	
002	
003	
004	
001	
002	
003	
001	
002	
003	
004	
005	
006	
001	
002	
001	
002	
003	
004	
005	
001	
002	
003	
004	
001	
002	
001	
002	
003	
004	
001	
002	
999	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
001	
002	
003	
001	CASAS VIEJAS
001	
002	
003	
901	INDETERMINADA
001	
002	
003	
001	
001	
999	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
001	
002	
001	
002	
003	
004	
005	
001	
002	
001	
002	
999	
001	
002	
003	
004	
001	
002	
003	
004	
005	
001	
002	
003	
001	
002	
003	
004	
001	
002	
003	
001	
002	
003	
004	
999	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
006	
001	
002	
003	
004	
005	
006	
007	
001	
002	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
006	
007	
008	
001	
002	
003	
004	
005	
002	LO CAAS
001	
002	
003	
004	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
006	
007	
001	
002	
003	
004	
001	
002	
003	
001	
002	
003	
004	
005	
006	
007	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
006	
001	
002	
003	
004	
005	
006	
001	
002	
003	
004	
001	
002	
003	
004	
001	
002	
003	
004	
005	
001	
002	
003	
004	
999	
001	
002	
003	
001	
002	
003	
004	
001	
002	
003	
001	
002	
003	
001	
002	
003	
004	
005	
001	
002	
003	
001	
002	
003	
004	
005	
001	
002	
003	
004	
999	
001	
002	
003	
001	
002	
003	
004	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
006	
007	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
001	
002	
003	
001	
002	
003	
004	
005	
006	
001	
002	
003	
004	
005	
006	
007	
008	
009	
999	
001	
002	
003	
004	
001	
002	
003	
001	
002	
003	
004	
001	
002	
003	
004	
001	
002	
003	
004	
001	
002	
003	
001	
002	
003	
004	
005	
006	
999	
001	
002	
003	
004	
005	
006	
007	
008	
009	
001	
002	
003	
004	
001	
002	
003	
004	
005	
006	
007	
001	
002	
003	
001	
002	
003	
004	
001	
002	
001	
002	
003	
004	
001	
002	
003	
004	
005	
001	
002	
003	
004	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
006	
007	
001	
002	
003	
004	
005	
006	
007	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
001	
002	
003	
004	
001	
002	
003	
001	
002	
003	
004	
999	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
012	
005	LA DEHESA
001	
002	
003	
004	
005	
001	CAMINO A FARELLONES
901	INDETERMINADA
002	CORRAL QUEMADO
003	EL COLORADO
004	FARELLONES
006	LA DISPUTADA
007	LA ERMITA
008	LA PARVA
901	INDETERMINADA
001	
002	
003	
004	
005	
999	
001	
002	
003	
004	
005	
001	
002	
001	
002	
003	
004	
001	
002	
003	
004	
001	
002	
001	
002	
003	
001	
002	
003	
004	
005	
999	
001	
002	
003	
004	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
006	
001	
002	
003	
004	
005	
001	
002	
003	
004	
001	
002	
003	
001	
002	
003	
004	
999	
001	
002	
003	
004	
001	
002	
003	
004	
005	
006	
007	
001	
002	
003	
004	
005	
006	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
006	
999	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
001	
002	
003	
004	
005	
001	
001	
002	
003	
004	
005	
006	
007	
008	
009	
001	
002	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
012	
013	
014	
015	
006	RINCONADA
001	
002	
003	
004	
001	
002	
001	
002	
001	
002	
003	
001	
002	
003	
001	
006	RINCONADA
901	INDETERMINADA
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
012	
001	CASAS VIEJAS
004	LA FARFANA
001	
001	
002	
003	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
006	
007	
008	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
002	EL BOSQUE
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
001	
002	
003	
004	
005	
001	
002	
003	
004	
001	
002	
003	
004	
005	
006	
007	
008	
999	
001	
002	
003	
004	
005	
006	
007	
008	
009	
001	
002	
003	
004	
005	
006	
001	
002	
003	
001	
002	
003	
004	
005	
001	
002	
003	
004	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
006	
007	
001	
002	
003	
004	
001	
002	
003	
001	
002	
003	
004	
005	
006	
007	
008	
001	
002	
003	
004	
005	
006	
007	
999	
001	
002	
003	
001	
002	
003	
004	
001	
002	
003	
004	
001	
002	
003	
004	
001	
002	
003	
004	
001	
002	
003	
001	
002	
003	
004	
001	
002	
999	
001	
002	
003	
004	
001	
002	
003	
004	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
001	
002	
003	
004	
001	
002	
003	
004	
005	
001	
002	
003	
004	
001	
002	
003	
004	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
999	
001	
002	
003	
004	
005	
006	
007	
008	
001	
002	
003	
004	
005	
006	
007	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
012	
001	
002	
001	
002	
003	
004	
001	
002	
003	
001	
002	
003	
004	
999	
001	
002	
003	
004	
001	
002	
003	
004	
005	
006	
001	
002	
003	
004	
001	
002	
003	
004	
005	
001	
002	
003	
004	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
012	
013	
014	
015	
016	
017	
018	
019	
020	
021	
022	
023	
024	
013	ENEA
901	INDETERMINADA
001	
002	
003	
004	
005	
012	CARN
016	LO AGUIRRE
019	NOVICIADO
001	
008	AEROPUERTO
009	AGUAS CLARAS
010	CAMINO A NOVICIADO
011	CAMPO ALEGRE
017	LO BOZA
018	LO ECHEVERS
020	PERALITO
001	
002	
003	
004	
005	
001	
002	
003	
004	
999	
001	
002	
003	
004	
005	
006	
007	
008	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
012	
013	
014	
015	
016	
017	
018	
019	
020	
021	
001	COLO-COLO
002	LO ECHEVERS
004	SAN LUIS NORTE
005	SANTA LUISA
001	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
012	
013	
014	
015	
005	SANTA LUISA
999	
001	
002	
003	
001	
002	
003	
004	
005	
006	
001	
002	
003	
001	
002	
001	
002	
001	
002	
003	
004	
001	
002	
001	
002	
003	
001	
002	
003	
004	
999	
001	
002	
001	
002	
003	
004	
001	
002	
001	
002	
003	
004	
001	
002	
003	
001	
002	
003	
004	
005	
006	
007	
001	
002	
003	
004	
001	
002	
003	
001	
002	
003	
001	
002	
001	
002	
003	
004	
005	
001	
002	
003	
001	
002	
003	
999	
001	
002	
003	
001	
002	
003	
004	
005	
006	
001	
002	
003	
001	
002	
003	
001	
002	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
001	
002	
003	
004	
001	
002	
003	
004	
001	
002	
003	
004	
999	
001	
002	
003	
004	
005	
001	
002	
003	
004	
001	
002	
003	
004	
001	
002	
003	
001	
002	
003	
004	
001	
002	
003	
001	
002	
003	
004	
005	
999	
001	
002	
001	
002	
003	
001	
002	
003	
001	
002	
003	
004	
001	
002	
003	
004	
001	
002	
003	
004	
001	
002	
003	
004	
999	
001	
002	
003	
004	
001	
002	
001	
002	
003	
001	
002	
003	
001	
002	
003	
004	
001	
002	
001	
002	
003	
004	
999	
001	
002	
003	
004	
005	
006	
001	
002	
003	
004	
005	
006	
007	
001	
002	
001	
002	
003	
004	
005	
006	
007	
008	
001	
002	
003	
999	
001	
002	
003	
004	
005	
006	
001	
002	
003	
004	
005	
006	
007	
008	
009	
901	INDETERMINADA
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
001	
002	
003	
004	
005	
006	
007	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
001	
002	
003	
004	
005	
006	
007	
001	
002	
003	
004	
005	
006	
007	
008	
001	
002	
003	
004	
005	
006	
007	
008	
001	
002	
003	
004	
001	
002	
003	
004	
005	
006	
001	
002	
003	
004	
001	
002	
003	
004	
005	
006	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
006	
007	
008	
001	
002	
003	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
001	
002	
003	
004	
005	
006	
007	
008	
009	
001	
002	
003	
004	
005	
006	
007	
008	
009	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
012	
999	
001	
001	EL CRUCERAL
002	EL LLANO
005	LA CATLICA
009	LOS SILOS
001	
004	HUINGN
006	LA ESPERANZA
007	LAS MAJADAS
010	PIRQUE
011	PUNTILLA
012	SAN JUAN
014	SANTA RITA
001	
002	
003	EL PRINCIPAL
008	LO ARCAYA
013	SAN VICENTE
999	
001	
002	
004	EL COLORADO
005	EL GUAYACN
012	LAGUNILLAS
019	SAN JOS DE MAIPO
901	INDETERMINADA
002	EL ALFALFAL
004	EL COLORADO
015	LOS MAITENES
001	
017	SAN ALFONSO
018	SAN GABRIEL
001	BAOS MORALES
008	EL ROMERAL
010	EL VOLCN
013	LAS MELOSAS
014	LO VALDS
901	INDETERMINADA
006	EL INGENIO
009	EL TOYO
017	SAN ALFONSO
001	
002	
003	EL CANELO
007	EL MANZANO
999	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
012	
013	
014	
015	
005	COLINA
010	GENERAL SAN MARTN
012	LA COPA
015	LIRAY
018	LO PINTO
025	SAN MIGUEL
026	SANTA ELENA
029	SANTA SARA
001	
002	
003	
004	
005	
004	CHICUREO
006	EL ALBA
008	EL CASTILLO
001	
002	
003	
001	CARRETERA PANAMERICANA
007	EL ALGARROBAL
013	LAS CANTERAS
014	LAS ENCINAS
018	LO PINTO
019	LOS HORNOS
020	LOS INGLESES
022	PORTEZUELO
024	SAN JOS
028	SANTA LUZ
001	
021	PELDEHUE
001	
002	CHACABUCO
009	EL COLORADO
023	QUILAPILN
901	INDETERMINADA
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
004	CHICUREO
005	COLINA
016	LO ARCAYA
027	SANTA FILOMENA
999	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
003	CHILE NUEVO
004	CHORRILLOS
006	EL RESPLANDOR
009	ESFUERZO CAMPESINO
014	LIPANGUE
016	LO CASTRO
017	LO VARGAS
018	LOS CERRILLOS
019	LOS ESPINOS
020	NUEVO PORVENIR
021	O'HIGGINS
028	SOL DE SEPTIEMBRE
901	INDETERMINADA
002	CHICAUMA
005	EL LUCERO
007	EL TACO POLPAICO
017	LO VARGAS
001	
002	
003	
004	
005	
001	BATUCO
010	ESTACIN COLINA
015	LIRAY
019	LOS ESPINOS
022	PANAMERICANA NORTE
025	SANTA CAROLINA
026	SANTA ROSA
027	SANTA SARA
901	INDETERMINADA
001	
002	
003	
004	
005	
008	EL TAQUERAL
010	ESTACIN COLINA
012	LA VILANA
901	INDETERMINADA
004	CHORRILLOS
011	LA PRIMAVERA
014	LIPANGUE
023	PERALILLO
999	
001	
002	
003	EL ASIENTO
004	EL LLANO DE CALEU
012	TILTIL
001	
002	
003	
006	HUECHN
007	HUERTOS FAMILIARES
009	POLPAICO
011	SANTA MATILDE
008	MONTENEGRO
010	RUNGUE
002	CALEU
004	EL LLANO DE CALEU
999	
001	
002	
001	
002	
001	
002	
003	
001	
002	
003	
004	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
012	
013	
014	
015	
004	EL MARISCAL
005	EL RETIRO
009	LEPANTO
012	LOS MORROS
016	SAN ADOLFO
018	SAN JORGE
020	SANTA ADELA
001	
002	
001	
002	
003	
004	
005	
006	
007	
008	
009	
002	CATEMITO
003	EL BARRANCN
013	NOS
021	SANTA TERESA DE TANGO
001	
002	
003	
004	
001	
002	
003	
004	
005	
006	
001	
002	
003	
004	
005	
006	
001	CASAS VIEJAS DE CHENA
008	LA VARA
014	PARQUE METROPOLITANO SUR
015	RINCONADA DE CHENA
001	
006	EL ROMERAL
007	LA ESTANCILLA
010	LO HERRERA
011	LO INFANTE
019	SAN LEN
001	
002	
003	
004	
001	
002	
003	
004	
005	
999	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
002	BUIN
001	
002	
003	
001	ALTO JAHUEL
012	LOS GUINDOS
013	LOS TILOS
001	
002	
004	CERVERA
010	LINDEROS
001	
002	
003	
002	BUIN
004	CERVERA
008	LA ESTANCILLA
014	MAIPO NORTE
015	MAIPO SUR
001	
002	
003	CAMPUSANO
008	LA ESTANCILLA
009	LAS PATAGUAS
011	LO CHACN
016	VALDIVIA DE PAINE
017	VILUCO
001	
005	EL MONTE
006	EL RECURSO
007	EL RULO
012	LOS GUINDOS
013	LOS TILOS
999	
001	
002	
003	EL ACACIO
004	EL COPIHUE
008	LO ERMITA
013	SAN IGNACIO
001	
002	
003	
004	
001	BAJOS DE SAN AGUSTN
008	LO ERMITA
011	SAN AGUSTN
013	SAN IGNACIO
014	SAN JOS DE TANGO
018	TANGUITO
001	BAJOS DE SAN AGUSTN
007	LO CARVALLO
016	SANTA INS
001	
002	CALERA
005	EL RECUERDO
009	LOS TILOS
010	PALERMO
012	SAN ALFONSO
015	SAN MIGUEL
001	
002	
002	CALERA
010	PALERMO
017	SANTO DOMINGO
999	
001	
002	
003	
032	PAINE
001	
009	CARDONAL ALTO
010	CARDONAL BAJO
026	HUELQUN
032	PAINE
038	RINCONADA DE HUELQUN
001	
025	HOSPITAL
001	
002	
002	ACULEO
007	BAHA CATALINA
008	BOCAGUADO
018	EL LAMO
034	PINTU
036	RANGUE
001	
011	CHADA
012	CHALLAY ALTO
016	CULITRN
019	EL ESCORIAL
001	
002	
003	
004	
005	AMALIA
014	COLONIA KENNEDY
022	EL PAULA
028	LAS COLONIAS
030	NUEVO HORIZONTE
032	PAINE
037	RINCN DE PAINE
039	SAN MIGUEL
001	
006	APARICIN
015	CRUZ DEL SUR
021	EL PALPI
023	EL TRNSITO
031	PADRE HURTADO
001	
002	
003	GUILA NORTE
004	GUILA SUR
013	CHAMPA
017	CULLIPEUMO
029	MANSEL
001	
001	ABRANTES
002	ACULEO
018	EL LAMO
020	EL MANZANITO
024	EL VNCULO
027	HUITICALN
033	PERALILLO
034	PINTU
999	
001	
002	
003	
004	
005	
006	
007	
008	
009	
021	LOS JAZMINES
024	MAITENES
001	
002	
003	
004	
005	
006	
007	
010	EL BAJO
029	MELIPILLA
001	
003	CARMEN BAJO
004	CARMEN DE LAS ROSAS
006	CHOCALN
018	LA VEGA
019	LA VILUMA
030	PABELLN
032	PALIOCABE
007	CHOLQUI
027	MANANTIALES
030	PABELLN
032	PALIOCABE
020	LOS GUINDOS
034	POPETA
048	TANTEHUE
008	CODIGUA
022	LOS MAITENES
034	POPETA
036	PURO
009	CULIPRN
028	MANDINGA
034	POPETA
015	ESMERALDA
016	HUECHN ALTO
017	HUECHN BAJO
035	PUANGUE
002	CAMPO LINDO
015	ESMERALDA
023	LUMBRERA
035	PUANGUE
037	RUMAY
044	SANTA JULIA
049	VILLA ALEGRE
901	INDETERMINADA
001	
001	BOLLENAR
015	ESMERALDA
023	LUMBRERA
037	RUMAY
040	SAN JOS
047	SARGENTO CANDELARIA
043	SANTA ELISA
045	SANTA TERESA
046	SANTA VICTORIA
001	
002	
005	CHIIHUE
011	EL MAITN
012	EL MARCO
014	EL TRNSITO
033	POMAIRE
901	INDETERMINADA
035	PUANGUE
039	SAN DIEGO
001	
002	
003	
004	
005	
008	CODIGUA
009	CULIPRN
028	MANDINGA
041	SAN MANUEL
001	
001	BOLLENAR
025	MALLARAUCO
026	MALLARAUQUITO
031	PAHUILMO
038	SAN BERNARDO
042	SANTA CLARA
046	SANTA VICTORIA
999	
001	
002	COMUNIDAD AGRCOLA HISTRICA TRADICIONAL DE ALHU
004	HACIENDA ALHU
901	INDETERMINADA
002	COMUNIDAD AGRCOLA HISTRICA TRADICIONAL DE ALHU
006	PICHI
008	POLULO
003	EL ASIENTO
901	INDETERMINADA
001	CARN
007	PINCHA
901	INDETERMINADA
999	
001	
002	
003	
006	CURACAV
007	CUYUNCAV
014	LA PORTADA
022	LOS CANELOS
024	LOS PANGUILES
025	MIRAFLORES
901	INDETERMINADA
008	EL AJIAL
019	LO ALVARADO
020	LO PRADO
028	SANTA INS-PATAGILLA
001	
001	ALHU
010	EL PANGAL
012	LA FRAGUA
013	LA HACIENDA
015	LAS ACHIRAS
026	MONTERREY
029	SANTA JULIA
030	ZAPATA
003	CARN
009	EL CRUCERO
011	EL PANGUE
017	LEPE
001	
002	
003	
002	CAMPO LINDO
005	CHALLACO
016	LAS ROSAS
018	LO GUILA
001	
004	CERRILLOS
021	LOLENCO
024	LOS PANGUILES
025	MIRAFLORES
027	QUEBRADA HONDA
001	ALHU
017	LEPE
023	LOS NARANJOS
999	
001	
001	BARACALDO
003	CHOROMBO-IBACACHE
004	EL BOSQUE
007	EL ROSARIO
011	LA PALMA
012	LAS MERCEDES
015	MALALHUE
901	INDETERMINADA
001	
002	
004	EL BOSQUE
006	EL REDIL
010	LA ESTRELLA
013	LO OVALLE
014	LOS RULOS
016	MARA PINTO
017	RANCHILLO
018	SAN ENRIQUE
019	SANTA EMILIA
020	VILLA SANTA LUISA
001	
002	
003	CHOROMBO-IBACACHE
001	
003	CHOROMBO-IBACACHE
008	IBACACHE ALTO
011	LA PALMA
005	EL PARRN
017	RANCHILLO
999	
003	CABIMBAO
004	CAMINO LA MINA
011	EL SAUCE
018	LAS CANCHILLAS
019	LAS PATAGUAS
020	LAS PEUELAS
021	LINGOLINGO
022	LLANCAY
023	LO ENCAADO
027	LOS CULENES
031	PALQUI
034	QUILAMUTA
035	QUINCANQUE
036	SAN PEDRO
041	TANCOR
011	EL SAUCE
012	EL YALI
016	LA RINCONADA
022	LLANCAY
026	LONGOVILO
027	LOS CULENES
901	INDETERMINADA
002	CABAA DEL PEUMO
005	CASAS DEL PEUMO
008	EL MEMBRILLO
032	PEUMO ALTO
037	SAN RAMIRO
038	SAN VICENTE
040	SANTA ROSA
901	INDETERMINADA
001	ALTO LOICA
012	EL YALI
015	LA PATAGILLA
024	LOICA ABAJO
025	LOICA ARRIBA
006	CORNECHE
014	LA MANGA
034	QUILAMUTA
001	ALTO LOICA
007	EL MANZANITO
009	EL PRADO
010	EL PRADO VERDE
012	EL YALI
013	LA GOLONDRINA
015	LA PATAGILLA
024	LOICA ABAJO
028	NIHUE ALTO
029	NIHUE BAJO
030	NIHUE CENTRO
033	QUELENTARO
999	
001	
002	
003	
004	
006	EL OLIVETO
014	LUCAS PACHECO
017	SANTA ANA
001	
002	
005	EL LABRADOR
006	EL OLIVETO
008	EL ROTO CHILENO
009	EL TRIUNFADOR
013	LONQUN
019	SORRENTO
001	
002	
003	
001	CAMINO A ISLA DE MAIPO
003	CARAMPANGUE
004	EL CORTE
006	EL OLIVETO
010	EL VERGEL
016	SANTA AMELIA
017	SANTA ANA
001	
002	
003	
004	
005	
006	
001	CAMINO A ISLA DE MAIPO
002	CAMINO A MELIPILLA
004	EL CORTE
007	EL PEUMO
011	LA MANREZA
012	LA PALMA
015	SANTA ADRIANA
018	SANTA MARIANA
021	TEGUALDA
999	
001	
002	
003	
004	
005	
006	
007	
008	
002	EL MONTE
901	INDETERMINADA
001	CHIIHUE
003	EL PAICO
001	
001	CHIIHUE
004	EL PAICO SUR
999	
001	
002	
003	
001	CARAMPANGUE
003	ISLA DE MAIPO
004	LA ISLITA
007	LONQUN
009	PUNTILLA DE LONQUN
001	
002	
003	
004	
003	ISLA DE MAIPO
004	LA ISLITA
005	LA VILLITA
006	LAS MERCEDES
009	PUNTILLA DE LONQUN
002	EL ROSARIO
008	NALTAGUA
001	
010	SAN ANTONIO DE NALTAGUA
999	
001	
002	EL GUANACO
004	EL SOTILLO
009	LOS BAJOS DE SANTA CRUZ
011	PADRE HURTADO
003	EL PORVENIR
006	LA ESPERANZA
008	LOS AROMOS
010	LOS CORRALES
012	SAN LUIS
014	SANTA MNICA
001	
002	
003	
004	
011	PADRE HURTADO
001	
002	
003	
004	
005	
006	
